origin_city,destination_city,avg_speed_mph,weight_of_truck_tons,fuel_price_usd_per_gallon,fuel_efficiency_mpg,traffic_status,road_condition_score,weather_condition,season,delivery_target_days,driver_hours_per_day,market_demand_index,carrier_type,holiday_indicator,lane_type_original,lane_type_corrected,lane_id_corrected,ref_distance_miles,ref_speed_limit_mph,ref_total_lane_cost_usd,fuel_cost_usd,total_cost_usd,avg_speed_mph_corrected
"Denver, CO","Seattle, WA",50.6,23.6,4.93,6.87,Low,10,Snow,Winter,3,8,2.9,Flatbed,1,slow,slow,1,1172,60,2144.76,841.0422125,2985.802213,50.6
"Phoenix, AZ","Dallas, TX",64.6,14.3,3.04,6.81,High,4.1,Snow,Winter,2,8,1.6,Dry Van,0,slow,normal,2,1017,70,2181.47,453.9911894,2635.461189,64.6
"Miami, FL","Atlanta, GA",57.6,5.3,3.73,6.4,Medium,9.1,Snow,Summer,2,8,4.8,Tanker,0,slow,slow,1,697,60,1288.06,406.2203125,1694.280313,57.6
"Houston, TX","Los Angeles, CA",51.1,13.6,3.39,6.25,Medium,5.9,Clear,Winter,4,8,6.9,Flatbed,0,slow,slow,1,1577,60,2892.22,855.3648,3747.5848,51.1
"Seattle, WA","Miami, FL",52.6,6.9,3.85,5.77,Medium,8,Snow,Spring,8,8,6.8,Dry Van,0,fast,slow,1,3141,60,5817.13,2095.814558,7912.944558,52.6
"Los Angeles, CA","Chicago, IL",48.3,29.5,3.77,5.07,High,6.5,Snow,Fall,6,8,1.7,Flatbed,0,normal,slow,1,2004,60,3729.44,1490.153846,5219.593846,48.3
"Dallas, TX","Phoenix, AZ",56.1,12.2,3.49,6.58,Low,7.9,Clear,Fall,3,8,8.3,Flatbed,0,fast,slow,1,1017,60,1851.96,539.4118541,2391.371854,56.1
"Denver, CO","New York, NY",54.5,22.4,3.54,8,High,5.1,Storm,Fall,5,8,1.5,Dry Van,1,slow,slow,1,1872,60,3474.43,828.36,4302.79,54.5
"Miami, FL","Atlanta, GA",55.6,16.2,4.91,7.68,High,5.9,Storm,Winter,2,8,8.5,Tanker,0,fast,slow,1,697,60,1288.06,445.6080729,1733.668073,55.6
"Chicago, IL","Phoenix, AZ",59,20.7,3.51,7.2,Medium,7.8,Snow,Fall,4,8,0.6,Tanker,0,slow,slow,1,1670,60,3086.16,814.125,3900.285,59
"Atlanta, GA","Los Angeles, CA",61.5,9.8,4.21,6.71,Medium,7.2,Snow,Fall,5,8,5.8,Refrigerated,1,fast,normal,2,2223,70,4812.8,1394.758569,6207.558569,61.5
"Miami, FL","Phoenix, AZ",41.9,7.7,3.35,6.76,Low,7.9,Clear,Fall,7,8,6.3,Flatbed,1,normal,slow,1,2276,60,4206.05,1127.899408,5333.949408,41.9
"Phoenix, AZ","New York, NY",66,12,4.13,4.35,Medium,6.5,Snow,Spring,5,8,1.4,Flatbed,1,slow,normal,2,2461,70,5377.29,2336.535632,7713.825632,66
"Chicago, IL","Miami, FL",59.7,26.2,3.89,7.67,High,6.6,Clear,Summer,3,8,9.6,Tanker,1,fast,slow,1,1370,60,2561.9,694.8239896,3256.72399,59.7
"New York, NY","Denver, CO",58.3,5.6,3.83,5.2,High,8.5,Rain,Spring,5,8,1.3,Tanker,1,slow,slow,1,1872,60,3474.43,1378.8,4853.23,58.3
"Chicago, IL","Miami, FL",71,24.4,4.47,7.19,High,5.6,Storm,Fall,3,8,3.4,Tanker,1,slow,fast,3,1370,80,3781.2,851.7246175,4632.924618,71
"Seattle, WA","Atlanta, GA",43.6,23.3,3.77,7.14,High,7,Clear,Fall,8,8,7.3,Flatbed,1,slow,slow,1,2505,60,4584.15,1322.668067,5906.818067,43.6
"Miami, FL","Seattle, WA",57.2,6.9,4.24,6.66,Medium,6.3,Rain,Summer,7,8,7.1,Tanker,0,slow,slow,1,3141,60,5817.13,1999.675676,7816.805676,57.2
"New York, NY","Chicago, IL",63,10,3.29,8,High,7.7,Fog,Summer,2,8,2.9,Tanker,0,fast,normal,2,818,70,1807.78,336.4025,2144.1825,63
"Chicago, IL","Atlanta, GA",41.7,7.4,3.07,6,High,7.6,Clear,Spring,3,8,7.2,Refrigerated,1,slow,slow,1,677,60,1251.1,346.3983333,1597.498333,41.7
"Seattle, WA","Houston, TX",64,29.5,4.38,7.53,High,9.7,Storm,Fall,5,8,7,Refrigerated,0,normal,normal,2,2173,70,4671.95,1263.976096,5935.926096,64
"Miami, FL","Houston, TX",52.5,11.5,4.89,6.91,High,5.3,Snow,Fall,3,8,9.7,Dry Van,0,fast,slow,1,1112,60,2049.42,786.9290883,2836.349088,52.5
"New York, NY","Dallas, TX",72.4,17.9,3.23,6.11,High,4.8,Fog,Spring,3,8,4.8,Dry Van,0,fast,fast,3,1576,80,4305.63,833.1391162,5138.769116,72.4
"Miami, FL","Seattle, WA",40.4,9.9,3.98,7.8,Low,6.3,Storm,Summer,10,8,7.1,Flatbed,1,slow,slow,1,3141,60,5817.13,1602.715385,7419.845385,40.4
"Dallas, TX","Atlanta, GA",50.5,15.3,3.44,7.86,High,4.8,Storm,Fall,3,8,0.3,Dry Van,1,normal,slow,1,828,60,1507.79,362.3816794,1870.171679,50.5
"Denver, CO","New York, NY",67.3,10,3.16,5.9,High,4.1,Rain,Spring,4,8,2.9,Tanker,0,normal,normal,2,1872,70,4090.32,1002.630508,5092.950508,67.3
"Atlanta, GA","Seattle, WA",49.8,13.7,4.85,4.83,Medium,9.2,Fog,Spring,7,8,0.9,Dry Van,0,normal,slow,1,2505,60,4584.15,2515.372671,7099.522671,49.8
"Los Angeles, CA","Dallas, TX",62.1,23.7,3.42,6.15,High,8.4,Clear,Spring,3,8,4.7,Tanker,1,slow,normal,2,1423,70,3073.68,791.3268293,3865.006829,62.1
"Los Angeles, CA","Chicago, IL",63.7,27.7,4.46,6.94,High,4.5,Fog,Fall,4,8,8.6,Tanker,0,slow,normal,2,2004,70,4388.76,1287.873199,5676.633199,63.7
"Phoenix, AZ","Seattle, WA",44,13.2,3.44,7.7,High,9.2,Fog,Fall,4,8,6.1,Dry Van,0,normal,slow,1,1282,60,2346.06,572.7376623,2918.797662,44
"Los Angeles, CA","Denver, CO",68.2,29.2,3.54,5.98,Low,4.5,Storm,Fall,2,8,2.4,Refrigerated,1,fast,normal,2,954,70,2065.41,564.7424749,2630.152475,68.2
"Denver, CO","Seattle, WA",66.3,12.9,3.97,5.18,Medium,5.6,Clear,Winter,3,8,2.9,Tanker,1,fast,normal,2,1172,70,2525.66,898.2316602,3423.89166,66.3
"Chicago, IL","Phoenix, AZ",40.1,12.1,4.76,6.37,Low,7.6,Rain,Summer,6,8,6.8,Tanker,0,fast,slow,1,1670,60,3086.16,1247.912088,4334.072088,40.1
"Seattle, WA","Chicago, IL",68.7,7.9,4.31,5.36,Medium,8.5,Clear,Summer,4,8,4.5,Flatbed,1,slow,normal,2,1993,70,4344.74,1602.580224,5947.320224,68.7
"Seattle, WA","Dallas, TX",62.3,29.4,4.65,4.24,Medium,6.3,Storm,Fall,4,8,5,Dry Van,1,normal,normal,2,1932,70,4153.8,2118.820755,6272.620755,62.3
"Miami, FL","Houston, TX",71.9,26.8,4,5.75,Low,6,Clear,Summer,2,8,1.9,Dry Van,0,normal,fast,3,1112,80,3022.42,773.5652174,3795.985217,71.9
"Phoenix, AZ","Los Angeles, CA",55.9,12.5,3.77,7.42,Low,8.5,Snow,Winter,1,8,5.3,Dry Van,1,fast,slow,1,410,60,753.99,208.3153639,962.3053639,55.9
"Chicago, IL","Los Angeles, CA",52.8,25.2,4.05,4.47,Low,4.8,Snow,Summer,5,8,9.4,Refrigerated,1,fast,slow,1,2004,60,3729.44,1815.704698,5545.144698,52.8
"Houston, TX","New York, NY",70.4,24.1,3.5,4.15,High,4.6,Clear,Spring,3,8,2,Refrigerated,1,slow,fast,3,1630,80,4453.16,1374.698795,5827.858795,70.4
"Miami, FL","Los Angeles, CA",57.6,23.1,3.23,5.63,High,6.9,Rain,Fall,6,8,9.7,Refrigerated,0,normal,slow,1,2686,60,4998.65,1540.991119,6539.641119,57.6
"Miami, FL","Chicago, IL",42.5,13.6,4.49,5.75,High,8.9,Rain,Fall,5,8,5.2,Tanker,1,slow,slow,1,1370,60,2561.9,1069.791304,3631.691304,42.5
"Atlanta, GA","Phoenix, AZ",51.8,27.7,4.17,4.34,High,6.7,Rain,Spring,5,8,7.9,Dry Van,0,fast,slow,1,1827,60,3334.28,1755.435484,5089.715484,51.8
"Houston, TX","Chicago, IL",71.3,11.7,3.82,7.59,Low,9.4,Fog,Fall,2,8,4.3,Tanker,1,slow,fast,3,1083,80,2943.59,545.0671937,3488.657194,71.3
"Phoenix, AZ","Seattle, WA",55.3,15.2,3.86,6.34,Medium,7.1,Fog,Fall,3,8,0.7,Dry Van,0,slow,slow,1,1282,60,2346.06,780.5236593,3126.583659,55.3
"Seattle, WA","Denver, CO",59.6,14,4.62,5.55,Medium,8.8,Fog,Fall,3,8,0.7,Dry Van,0,slow,slow,1,1172,60,2144.76,975.6108108,3120.370811,59.6
"Chicago, IL","Seattle, WA",53.8,24.8,3.56,6.59,Medium,9.2,Fog,Summer,5,8,1.3,Dry Van,1,fast,slow,1,1993,60,3691.04,1076.643399,4767.683399,53.8
"Houston, TX","Chicago, IL",62.2,11.3,4.11,6.11,High,7.9,Storm,Fall,3,8,8.6,Tanker,0,normal,normal,2,1083,70,2350.11,728.4991817,3078.609182,62.2
"New York, NY","Atlanta, GA",64.3,5.4,3.75,5.41,Medium,7.3,Rain,Summer,2,8,7.9,Flatbed,0,fast,normal,2,858,70,1874.73,594.7319778,2469.461978,64.3
"Chicago, IL","Dallas, TX",63.7,25.1,4.12,6.96,Low,8,Storm,Winter,2,8,8.1,Tanker,1,normal,normal,2,925,70,2007.25,547.5574713,2554.807471,63.7
"Atlanta, GA","Houston, TX",60,23.6,3.76,5.21,Low,6.8,Clear,Winter,2,8,9.3,Flatbed,0,normal,slow,1,806,60,1467.73,581.681382,2049.411382,60
"New York, NY","Atlanta, GA",63.2,27.6,3.2,4.93,High,8.3,Clear,Winter,2,8,1.5,Flatbed,0,fast,normal,2,858,70,1874.73,556.9168357,2431.646836,63.2
"Denver, CO","Los Angeles, CA",48.5,16.7,4.18,7.55,High,9.3,Rain,Summer,3,8,0.4,Dry Van,1,slow,slow,1,954,60,1754.41,528.1748344,2282.584834,48.5
"Chicago, IL","Phoenix, AZ",67.5,5.4,4.1,7.43,Medium,6.8,Snow,Summer,4,8,9.3,Refrigerated,0,normal,normal,2,1670,70,3632.25,921.5343203,4553.78432,67.5
"Houston, TX","Dallas, TX",45.6,19.1,4.89,4.02,Medium,5.4,Snow,Winter,1,8,1.7,Dry Van,1,normal,slow,1,259,60,470.34,315.0522388,785.3922388,45.6
"Los Angeles, CA","Phoenix, AZ",60,26.5,3.95,7.98,Medium,8.1,Rain,Fall,1,8,7.2,Refrigerated,1,slow,slow,1,410,60,753.99,202.9448622,956.9348622,60
"Chicago, IL","Los Angeles, CA",58.1,19.7,3.35,7.85,Medium,5.1,Rain,Winter,5,8,9.2,Tanker,1,fast,slow,1,2004,60,3729.44,855.2101911,4584.650191,58.1
"Chicago, IL","Dallas, TX",42.2,20,4.2,4.26,Low,9.8,Storm,Summer,3,8,6.1,Tanker,0,slow,slow,1,925,60,1704.77,911.971831,2616.741831,42.2
"Phoenix, AZ","Los Angeles, CA",50.1,17.8,4.61,4.2,High,7.6,Clear,Winter,2,8,1.6,Tanker,1,fast,slow,1,410,60,753.99,450.0238095,1204.01381,50.1
"Los Angeles, CA","Miami, FL",50.9,19.7,3.28,5.7,High,7.3,Clear,Fall,7,8,7.3,Tanker,1,normal,slow,1,2686,60,4998.65,1545.62807,6544.27807,50.9
"Denver, CO","Chicago, IL",72.9,25.1,4.7,6.2,Low,9,Clear,Fall,2,8,4,Tanker,0,fast,fast,3,1056,80,2877.6,800.516129,3678.116129,72.9
"New York, NY","Seattle, WA",56.4,12.1,4.92,5.25,Medium,4.6,Snow,Fall,7,8,0.6,Flatbed,0,normal,slow,1,2762,60,5140.08,2588.388571,7728.468571,56.4
"Miami, FL","Seattle, WA",47.7,16.6,3.87,7.2,Low,8.4,Fog,Summer,9,8,5.6,Refrigerated,0,normal,slow,1,3141,60,5817.13,1688.2875,7505.4175,47.7
"Seattle, WA","Dallas, TX",43.5,6.4,4.33,7.23,High,7.1,Rain,Summer,6,8,5.4,Tanker,0,normal,slow,1,1932,60,3525.9,1157.062241,4682.962241,43.5
"Miami, FL","Phoenix, AZ",60.9,25.2,4.6,7.73,High,8.6,Fog,Spring,5,8,2.3,Refrigerated,0,slow,normal,2,2276,70,4950.3,1354.411384,6304.711384,60.9
"Atlanta, GA","Dallas, TX",58.1,8.1,4.92,5.16,High,9.1,Rain,Fall,2,8,9.2,Tanker,0,fast,slow,1,828,60,1507.79,789.4883721,2297.278372,58.1
"Seattle, WA","Houston, TX",45.5,14.2,4.24,4.64,High,9.8,Fog,Winter,6,8,1.7,Flatbed,1,normal,slow,1,2173,60,3965.72,1985.672414,5951.392414,45.5
"Dallas, TX","Miami, FL",43,27.7,3.39,5.67,Low,6.7,Fog,Winter,4,8,8.6,Refrigerated,1,fast,slow,1,1277,60,2353.51,763.4973545,3117.007354,43
"Seattle, WA","Los Angeles, CA",53.5,22.2,4.2,4.43,High,7,Rain,Winter,3,8,6.3,Flatbed,0,fast,slow,1,1104,60,2034.67,1046.681716,3081.351716,53.5
"Phoenix, AZ","Dallas, TX",47.9,26.8,4.63,4.94,High,5.2,Clear,Spring,3,8,3.1,Refrigerated,0,normal,slow,1,1017,60,1851.96,953.1801619,2805.140162,47.9
"Los Angeles, CA","Dallas, TX",49.2,15.7,4.47,5.35,Low,6,Fog,Spring,4,8,1.9,Flatbed,0,normal,slow,1,1423,60,2609.78,1188.936449,3798.716449,49.2
"Chicago, IL","Phoenix, AZ",66.9,11.6,4.53,4.82,High,5.9,Rain,Winter,4,8,9.4,Refrigerated,1,fast,normal,2,1670,70,3632.25,1569.522822,5201.772822,66.9
"Miami, FL","Denver, CO",47.2,14,3.3,6.04,Low,6.8,Storm,Spring,6,8,9.3,Dry Van,0,normal,slow,1,1984,60,3666.43,1083.97351,4750.40351,47.2
"Dallas, TX","Los Angeles, CA",57.2,27.4,4.61,4.01,Low,5.9,Clear,Summer,4,8,6.8,Refrigerated,1,normal,slow,1,1423,60,2609.78,1635.917706,4245.697706,57.2
"Los Angeles, CA","Miami, FL",62,24.1,4.53,5.43,Low,5.6,Fog,Spring,6,8,4.8,Flatbed,0,fast,normal,2,2686,70,5882.34,2240.80663,8123.14663,62
"Chicago, IL","Denver, CO",74.2,10,3.43,5.17,Low,5,Fog,Winter,2,8,9.1,Flatbed,0,slow,fast,3,1056,80,2877.6,700.5957447,3578.195745,74.2
"Los Angeles, CA","Chicago, IL",54.4,28.4,3.1,4.84,High,7.4,Storm,Summer,5,8,0.4,Tanker,1,fast,slow,1,2004,60,3729.44,1283.553719,5012.993719,54.4
"Los Angeles, CA","Atlanta, GA",62.7,22.5,4.28,5.28,High,4.6,Snow,Fall,5,8,9.5,Tanker,0,slow,normal,2,2223,70,4812.8,1801.977273,6614.777273,62.7
"Los Angeles, CA","Dallas, TX",51.1,24.2,4,5.24,Low,8.9,Fog,Winter,4,8,6.7,Dry Van,1,fast,slow,1,1423,60,2609.78,1086.259542,3696.039542,51.1
"Denver, CO","Dallas, TX",59.8,24.1,3.27,4.91,Low,9.3,Rain,Winter,2,8,4.7,Flatbed,1,fast,slow,1,762,60,1387.6,507.4826884,1895.082688,59.8
"Seattle, WA","New York, NY",40.2,25.5,3.72,6.16,Medium,8.1,Rain,Summer,9,8,3.2,Flatbed,0,slow,slow,1,2762,60,5140.08,1667.961039,6808.041039,40.2
"Chicago, IL","Los Angeles, CA",72.7,26.8,3.84,6.77,Medium,9.4,Fog,Spring,4,8,2,Refrigerated,0,fast,fast,3,2004,80,5502.98,1136.685377,6639.665377,72.7
"Dallas, TX","Miami, FL",42.1,15.3,4.09,5.74,Low,8.5,Fog,Summer,4,8,7.7,Dry Van,1,normal,slow,1,1277,60,2353.51,909.9181185,3263.428118,42.1
"Dallas, TX","Chicago, IL",46.8,18.4,4.87,7.34,Low,9.1,Storm,Spring,3,8,4.3,Refrigerated,0,fast,slow,1,925,60,1704.77,613.726158,2318.496158,46.8
"Phoenix, AZ","Seattle, WA",45.5,5.8,4.89,4.96,Low,5.4,Rain,Fall,4,8,9.3,Dry Van,1,slow,slow,1,1282,60,2346.06,1263.907258,3609.967258,45.5
"Atlanta, GA","Miami, FL",63.3,27.8,3.69,6.49,Low,4.2,Snow,Spring,2,8,7.7,Flatbed,0,slow,normal,2,697,70,1515.97,396.2912173,1912.261217,63.3
"Denver, CO","Atlanta, GA",53.2,18.3,3,4.96,Low,5.2,Clear,Fall,4,8,8.1,Tanker,0,normal,slow,1,1392,60,2540.4,841.9354839,3382.335484,53.2
"Denver, CO","Los Angeles, CA",46.7,17.6,4.73,4.97,High,4.5,Fog,Spring,3,8,7.5,Tanker,1,slow,slow,1,954,60,1754.41,907.9315895,2662.34159,46.7
"Los Angeles, CA","Phoenix, AZ",68.6,29,4.59,6.42,Low,7,Snow,Summer,1,8,0,Refrigerated,1,fast,normal,2,410,70,887.65,293.1308411,1180.780841,68.6
"Los Angeles, CA","Dallas, TX",68.3,11.5,4.27,5.82,High,9.2,Clear,Summer,3,8,4.5,Refrigerated,0,fast,normal,2,1423,70,3073.68,1044.022337,4117.702337,68.3
"Phoenix, AZ","New York, NY",63.2,24.6,3.79,6.58,Low,4.9,Snow,Spring,5,8,7.3,Dry Van,0,normal,normal,2,2461,70,5377.29,1417.506079,6794.796079,63.2
"New York, NY","Los Angeles, CA",47.2,17.2,4.76,6.11,High,9.6,Rain,Winter,8,8,4.9,Tanker,1,fast,slow,1,2812,60,5258.44,2190.690671,7449.130671,47.2
"Atlanta, GA","Phoenix, AZ",68.1,11.2,4.8,7.64,Medium,9.7,Clear,Fall,4,8,6,Refrigerated,0,normal,normal,2,1827,70,3928.05,1147.853403,5075.903403,68.1
"Miami, FL","Denver, CO",57.4,8.9,3.37,5.46,Low,6.6,Storm,Spring,5,8,0.7,Flatbed,1,fast,slow,1,1984,60,3666.43,1224.556777,4890.986777,57.4
"Dallas, TX","New York, NY",46.4,19.3,4.27,6.23,High,8.4,Storm,Winter,5,8,7.7,Tanker,1,normal,slow,1,1576,60,2918.75,1080.179775,3998.929775,46.4
"Phoenix, AZ","Chicago, IL",56.9,21.2,3.04,6.62,Medium,7.7,Rain,Winter,4,8,0.9,Flatbed,1,normal,slow,1,1670,60,3086.16,766.8882175,3853.048218,56.9
"Atlanta, GA","Los Angeles, CA",64.1,8.2,3.71,6.37,Medium,9,Rain,Winter,5,8,2.4,Flatbed,1,normal,normal,2,2223,70,4812.8,1294.714286,6107.514286,64.1
"Houston, TX","Los Angeles, CA",40.3,10,4.92,6.45,Medium,5.6,Storm,Winter,5,8,6.6,Tanker,1,fast,slow,1,1577,60,2892.22,1202.92093,4095.14093,40.3
"Los Angeles, CA","Denver, CO",73.9,23.1,3.42,4.42,Medium,8.1,Fog,Winter,2,8,7.9,Flatbed,1,slow,fast,3,954,80,2586.29,738.1628959,3324.452896,73.9
"Miami, FL","Seattle, WA",51.4,5.3,4.4,4.45,Medium,8.6,Fog,Summer,8,8,7.8,Refrigerated,0,slow,slow,1,3141,60,5817.13,3105.707865,8922.837865,51.4
"New York, NY","Miami, FL",42.9,24.1,3.14,5.91,Low,5,Storm,Summer,4,8,9.1,Flatbed,0,fast,slow,1,1256,60,2360.02,667.3164129,3027.336413,42.9
"Denver, CO","Miami, FL",58.5,24.1,3.01,7.67,High,5.2,Clear,Summer,5,8,1.3,Dry Van,0,normal,slow,1,1984,60,3666.43,778.5971317,4445.027132,58.5
"Seattle, WA","Chicago, IL",44.6,24.4,3.53,7.73,High,8.3,Rain,Spring,6,8,2.2,Dry Van,0,fast,slow,1,1993,60,3691.04,910.1280724,4601.168072,44.6
"Seattle, WA","Chicago, IL",61.6,24.2,3.21,7.85,Medium,9.3,Storm,Spring,5,8,3.2,Refrigerated,1,fast,normal,2,1993,70,4344.74,814.9719745,5159.711975,61.6
"Miami, FL","Houston, TX",50.1,23.4,3.14,7.46,High,7,Fog,Summer,3,8,6.1,Flatbed,0,fast,slow,1,1112,60,2049.42,468.0536193,2517.473619,50.1
"Miami, FL","New York, NY",44.6,23.9,3.55,7.62,Medium,8.9,Storm,Winter,4,8,8.1,Tanker,1,normal,slow,1,1256,60,2360.02,585.144357,2945.164357,44.6
"Phoenix, AZ","Miami, FL",43.5,29,4.31,5.82,High,6.4,Clear,Spring,7,8,4.1,Tanker,0,fast,slow,1,2276,60,4206.05,1685.491409,5891.541409,43.5
"Chicago, IL","Denver, CO",67,10.7,4.84,6.37,Medium,6.3,Clear,Winter,2,8,6.1,Refrigerated,1,slow,normal,2,1056,70,2296.8,802.3610675,3099.161068,67
"Chicago, IL","Los Angeles, CA",57,17.6,3.35,7.25,Low,7.3,Rain,Winter,5,8,7.7,Dry Van,1,normal,slow,1,2004,60,3729.44,925.9862069,4655.426207,57
"Seattle, WA","Los Angeles, CA",73.2,14.2,3.27,6.07,Medium,4.7,Fog,Fall,2,8,1.8,Flatbed,1,normal,fast,3,1104,80,3000.67,594.7413509,3595.411351,73.2
"Atlanta, GA","Chicago, IL",54.2,14.6,4.59,5.83,Low,5,Storm,Summer,2,8,1.5,Tanker,1,slow,slow,1,677,60,1251.1,533.0068611,1784.106861,54.2
"Miami, FL","Phoenix, AZ",59.8,22.9,4.88,7.65,High,9.7,Storm,Fall,5,8,9.7,Tanker,1,fast,slow,1,2276,60,4206.05,1451.879739,5657.929739,59.8
"New York, NY","Los Angeles, CA",43.9,28.7,3.85,4.04,Low,6.7,Snow,Spring,9,8,3.4,Tanker,1,normal,slow,1,2812,60,5258.44,2679.752475,7938.192475,43.9
"Houston, TX","Dallas, TX",61.5,26.7,4.32,5.74,Medium,8.9,Snow,Fall,1,8,5.3,Refrigerated,0,slow,normal,2,259,70,554.26,194.9268293,749.1868293,61.5
"Seattle, WA","Houston, TX",41.6,21.7,4.73,4.65,Low,8.9,Rain,Spring,7,8,8.3,Refrigerated,0,slow,slow,1,2173,60,3965.72,2210.384946,6176.104946,41.6
"Dallas, TX","Miami, FL",62,14.9,3.51,7.93,Low,9.9,Fog,Summer,3,8,7.9,Dry Van,0,fast,normal,2,1277,70,2771.09,565.2295082,3336.319508,62
"Atlanta, GA","Seattle, WA",68.6,15.2,3.65,6.98,Low,4.5,Snow,Summer,5,8,4.8,Refrigerated,1,fast,normal,2,2505,70,5398.28,1309.921203,6708.201203,68.6
"Phoenix, AZ","Seattle, WA",51.2,29.1,4.28,4.09,High,6.6,Snow,Winter,4,8,3,Flatbed,1,slow,slow,1,1282,60,2346.06,1341.555012,3687.615012,51.2
"Phoenix, AZ","Los Angeles, CA",66.5,20.2,4.14,4.21,Medium,4.8,Rain,Winter,1,8,2.1,Dry Van,1,normal,normal,2,410,70,887.65,403.1828979,1290.832898,66.5
"Phoenix, AZ","Houston, TX",59.1,12.1,4.9,7.37,High,8.3,Rain,Fall,3,8,0.6,Dry Van,0,fast,slow,1,1166,60,2123.29,775.2238806,2898.513881,59.1
"Phoenix, AZ","Dallas, TX",60.6,27.4,4.31,5.4,High,9.8,Storm,Winter,3,8,6.3,Dry Van,0,slow,normal,2,1017,70,2181.47,811.7166667,2993.186667,60.6
"Denver, CO","Atlanta, GA",53.1,21.7,3.14,5.03,Medium,8.3,Clear,Summer,4,8,4,Flatbed,0,normal,slow,1,1392,60,2540.4,868.9622266,3409.362227,53.1
"New York, NY","Seattle, WA",55.5,24.3,3.53,4.02,Medium,8,Rain,Winter,7,8,6.5,Flatbed,1,slow,slow,1,2762,60,5140.08,2425.338308,7565.418308,55.5
"Chicago, IL","Seattle, WA",73.2,11.1,4.06,5.93,Low,8.2,Fog,Summer,4,8,7.4,Flatbed,1,normal,fast,3,1993,80,5444.88,1364.51602,6809.39602,73.2
"Denver, CO","Los Angeles, CA",48.3,7.4,4.15,6.21,Medium,5.1,Snow,Fall,3,8,0.8,Dry Van,0,fast,slow,1,954,60,1754.41,637.5362319,2391.946232,48.3
"Houston, TX","Miami, FL",67.4,28,3.39,7.84,Medium,4.9,Fog,Winter,3,8,8.3,Refrigerated,1,normal,normal,2,1112,70,2413.04,480.8265306,2893.866531,67.4
"Denver, CO","Phoenix, AZ",54.9,8.2,3.25,6.48,Low,8.1,Fog,Fall,2,8,3.3,Refrigerated,0,normal,slow,1,673,60,1228.23,337.5385802,1565.76858,54.9
"Los Angeles, CA","Atlanta, GA",57.4,18.6,3.34,7.04,Medium,9.9,Storm,Summer,5,8,8.8,Flatbed,1,normal,slow,1,2223,60,4088.1,1054.661932,5142.761932,57.4
"Chicago, IL","Dallas, TX",55.9,18.5,4.7,5.92,High,6.2,Snow,Fall,3,8,5.1,Refrigerated,1,normal,slow,1,925,60,1704.77,734.375,2439.145,55.9
"New York, NY","Los Angeles, CA",64.3,18,3.6,5.69,Low,5.8,Fog,Summer,6,8,1.6,Tanker,0,slow,normal,2,2812,70,6186.4,1779.121265,7965.521265,64.3
"Houston, TX","New York, NY",48.8,22.1,4.37,6.01,High,8.7,Fog,Spring,5,8,6.9,Flatbed,0,normal,slow,1,1630,60,3018.76,1185.207987,4203.967987,48.8
"Los Angeles, CA","Houston, TX",43.3,29.4,3.57,5.7,High,7.9,Fog,Winter,5,8,8.1,Dry Van,1,normal,slow,1,1577,60,2892.22,987.7,3879.92,43.3
"Los Angeles, CA","Phoenix, AZ",40.6,22.2,3.6,6.5,High,4.9,Rain,Winter,2,8,5,Flatbed,1,fast,slow,1,410,60,753.99,227.0769231,981.0669231,40.6
"Phoenix, AZ","Chicago, IL",58,17.4,3.67,4.28,High,4.5,Snow,Fall,4,8,3.6,Tanker,1,fast,slow,1,1670,60,3086.16,1431.985981,4518.145981,58
"Phoenix, AZ","Chicago, IL",50.7,22.2,4.73,5.2,High,5.2,Storm,Winter,5,8,6.9,Dry Van,0,normal,slow,1,1670,60,3086.16,1519.057692,4605.217692,50.7
"New York, NY","Dallas, TX",54.6,16.7,3.74,4.4,Medium,5.9,Fog,Spring,4,8,2.9,Dry Van,0,slow,slow,1,1576,60,2918.75,1339.6,4258.35,54.6
"Dallas, TX","Houston, TX",46.8,10.3,3.05,7.59,Medium,5.3,Snow,Winter,1,8,0.4,Dry Van,1,normal,slow,1,259,60,470.34,104.0777339,574.4177339,46.8
"Seattle, WA","Chicago, IL",67.1,16.3,4.51,7.82,Low,8.6,Rain,Winter,4,8,7.6,Refrigerated,1,fast,normal,2,1993,70,4344.74,1149.415601,5494.155601,67.1
"Miami, FL","Houston, TX",69.2,9.9,4.79,5.83,High,8.1,Snow,Winter,3,8,10,Dry Van,0,normal,normal,2,1112,70,2413.04,913.6329331,3326.672933,69.2
"Dallas, TX","Los Angeles, CA",54.2,10.6,3.51,5.92,Medium,6.2,Snow,Fall,4,8,3.7,Tanker,1,fast,slow,1,1423,60,2609.78,843.7043919,3453.484392,54.2
"Los Angeles, CA","Chicago, IL",53.4,25.9,4.3,6.46,Low,6,Storm,Spring,5,8,3.1,Refrigerated,0,slow,slow,1,2004,60,3729.44,1333.931889,5063.371889,53.4
"Denver, CO","Phoenix, AZ",60.4,22.5,4.71,4.56,Low,7.3,Rain,Winter,2,8,3.4,Tanker,1,slow,normal,2,673,70,1446.95,695.1381579,2142.088158,60.4
"Houston, TX","Miami, FL",55.4,17.4,3.81,6.71,Medium,6.5,Storm,Summer,3,8,6,Refrigerated,1,slow,slow,1,1112,60,2049.42,631.4038748,2680.823875,55.4
